Order,Lot Frontage,Lot Area,Overall Qual,Year Built,Mas Vnr Area,Total Bsmt SF,1st Flr SF,Gr Liv Area,Full Bath,TotRms AbvGrd,Fireplaces,Garage Yr Blt,Garage Cars,Garage Area,Yr Sold,SalePrice
1472,83,10126,6,1997,,1838,1838,1838,2,8,0,1998,3,721,2008,185000
1473,70,9135,7,2002,113,1536,1536,1536,2,7,0,2002,2,532,2008,214000
1474,65,8450,7,2003,196,856,856,1710,2,8,0,2003,2,548,2008,208500
1475,75,9750,7,2004,50,1445,1445,1445,2,6,0,2004,2,470,2008,186500
1476,65,8450,7,2004,266,1436,1436,1436,2,8,0,2004,2,484,2008,210000
1477,64,8320,7,2004,,770,770,1582,2,6,0,2004,2,520,2008,185900
1478,85,11049,8,2007,,1234,1234,1234,2,7,0,2007,2,484,2008,179900
1479,85,11058,7,2007,212,1564,1564,1564,2,6,0,2007,3,814,2008,218836
1480,74,9627,7,2007,,1351,1361,1361,2,6,0,2007,2,610,2008,193000
1481,63,8199,7,2005,,728,728,1456,2,7,1,2005,2,410,2008,189000
1482,,4426,6,2004,147,848,848,848,1,3,1,2004,2,420,2008,149300
1483,,4426,6,2004,147,848,848,848,1,3,1,2004,2,420,2008,141000
1484,,4438,6,2004,205,848,848,848,1,3,1,2004,2,420,2008,149000
1485,,4438,6,2004,169,848,848,848,1,4,1,2004,2,420,2008,144500
1486,67,8777,5,1910,,796,796,796,1,4,0,,0,0,2008,85000
1487,67,8777,5,1900,,1272,1272,2200,2,9,0,,0,0,2008,145900
1488,75,9825,5,1966,,1092,1092,1092,1,6,0,1966,1,264,2008,123000
1489,75,9937,5,1965,,1256,1256,1256,1,6,0,1965,1,276,2008,147500
1490,64,12102,5,1976,222,456,1033,1033,1,6,0,1976,2,504,2008,165000
1491,65,6500,6,1976,84,1127,1127,1127,1,6,1,1991,2,480,2008,135000
1492,63,13907,5,1940,,996,996,996,1,6,1,,0,0,2008,108000
1493,90,10012,4,1972,,1138,1181,1181,2,6,0,1974,2,588,2008,137500
1494,60,6931,7,2003,92,746,760,1656,2,7,1,2003,2,397,2008,165400
1495,,9638,6,1977,,1029,1117,1117,1,6,1,1977,2,542,2008,147000
1496,72,7200,6,1976,,684,684,1398,1,6,1,1976,2,440,2008,160500
1497,60,7024,4,2005,,1132,1132,1132,1,5,0,2005,2,451,2008,176000
1498,123,47007,5,1959,,0,3820,3820,3,11,2,1959,2,624,2008,284700
1500,35,3675,6,2005,80,547,1072,1072,1,5,0,2005,2,525,2008,148000
1501,65,6040,4,1955,,0,1152,1152,2,6,0,,0,0,2008,82000
1502,65,6012,4,1955,,0,1152,1152,2,6,0,,0,0,2008,82000
1503,92,12108,4,1955,270,1440,1440,1440,2,8,0,,0,0,2008,118000
1504,74,6845,4,1955,58,0,1152,1152,2,6,0,,0,0,2008,82500
1505,56,6931,4,1955,,784,784,784,1,4,0,,0,0,2008,91900
1506,60,12180,5,1938,,585,585,1053,1,5,0,,0,0,2008,120000
1507,57,8050,5,1947,,0,929,1137,1,8,0,,0,0,2008,96000
1508,68,9520,4,1953,115,911,930,930,1,5,0,1953,1,286,2008,99000
1509,70,11767,5,1946,,768,768,1200,1,6,0,1946,1,240,2008,130500
1510,60,8172,4,1954,,941,997,1470,2,7,0,1958,1,548,2008,135000
1511,59,16466,5,1955,,816,872,1393,1,8,0,1955,1,300,2008,135500
1512,62,7692,4,1954,,416,1204,1204,1,6,0,1954,1,312,2008,100000
1513,67,5142,4,1923,,949,949,1292,1,6,0,1923,1,205,2008,108000
1514,67,5604,5,1925,,864,864,864,1,5,0,,0,0,2008,98000
1515,45,8248,3,1914,,864,864,864,1,5,0,,0,0,2008,67000
1516,55,5687,5,1912,,780,936,1716,2,9,0,,0,0,2008,135900
1517,,12155,6,1925,,672,810,1482,2,7,0,1934,1,400,2008,140000
1518,60,8400,5,1939,,720,1052,2192,2,8,1,1939,1,240,2008,179500
1519,60,8400,6,1925,,1181,1390,1694,2,7,1,1925,2,576,2008,136500
1520,60,7290,7,1921,174,1228,1424,1424,2,7,1,1921,1,312,2008,168000
1521,55,8525,5,1911,,940,1024,1964,1,7,0,,0,0,2008,130000
1522,51,9842,5,1921,,612,990,2601,3,8,0,1998,2,621,2008,189000
1523,64,7804,6,1930,,960,960,1920,2,10,2,1930,2,480,2008,161900
1524,66,8969,6,1926,,644,672,1316,1,6,1,2001,1,369,2008,145000
1525,79,11526,6,1922,,588,1423,2555,2,11,1,1993,2,672,2008,191000
1526,63,15576,6,1915,,840,840,1680,2,8,0,1960,1,308,2008,177000
1527,63,15564,6,1914,,676,676,1264,1,6,0,1994,2,400,2008,147500
1528,52,6292,6,1930,,768,790,790,1,4,0,1925,1,160,2008,91000
1529,54,7609,8,1925,,798,798,1512,2,7,1,1925,1,180,2008,231000
1530,51,10480,6,1936,,1064,1166,1639,1,6,0,1936,1,240,2008,115000
1531,,9650,6,1923,,784,819,1603,1,7,1,1980,2,599,2008,138000
1532,60,7200,7,1931,,776,851,1502,1,6,1,1931,1,270,2008,149000
1533,74,11988,6,1934,,715,849,1660,1,6,1,1939,1,240,2008,188700
1534,,11700,5,1937,,942,1265,1938,2,7,1,1937,1,240,2008,198000
1535,,9260,5,1938,,884,932,1374,1,6,0,1938,1,225,2008,110000
1536,79,7801,6,1951,88,1091,1091,1091,1,5,1,1951,1,344,2008,104000
1537,100,9670,8,1935,40,608,983,1873,1,9,2,1935,2,786,2008,257076
1538,,14100,8,1935,632,728,1968,3447,3,11,2,1982,3,1014,2008,381000
1539,,15660,7,1939,312,798,1137,1954,1,8,2,1939,2,431,2008,311500
1540,70,12392,7,1950,,832,1218,2161,2,8,2,1994,2,506,2008,263400
1541,56,26073,5,1956,,1898,1898,1898,2,7,2,1956,2,484,2008,236500
1542,,14778,6,1954,72,1296,1640,1640,1,7,1,1993,2,924,2008,224000
1543,24,1879,6,1980,,516,516,1032,1,5,1,1980,2,462,2008,116500
1544,24,1950,6,1980,,716,716,1556,2,6,1,1980,2,452,2008,151000
1545,50,7000,6,1926,,894,919,919,1,5,0,1926,1,195,2008,126000
1546,60,6000,6,1940,,720,760,1090,1,5,0,1940,1,240,2008,120000
1547,40,3636,4,1922,,796,796,796,1,5,0,,0,0,2008,55000
1548,,5890,6,1930,,816,816,816,1,5,0,2002,1,432,2008,120500
1549,71,6900,5,1940,,740,778,778,1,4,1,1966,1,924,2008,120500
1550,58,8155,5,1930,,780,780,1200,1,7,0,,0,0,2008,119000
1551,75,6000,5,1967,,624,1092,1656,1,7,1,1967,1,288,2008,126000
1552,60,7392,5,1930,,520,912,912,1,5,0,1934,1,360,2008,99500
1553,75,9000,5,1958,162,1151,1151,1955,2,7,0,1958,1,356,2008,165500
1554,80,14584,1,1952,,0,733,733,1,4,0,1952,2,487,2008,13100
1555,60,5280,4,1895,,173,825,1361,1,6,0,1895,1,185,2008,89000
1556,50,8500,4,1920,,649,649,1317,1,6,0,1920,1,250,2008,40000
1557,52,5150,4,1910,,356,671,1049,1,5,0,1910,1,195,2008,80900
1558,120,18000,3,1935,,894,894,894,1,6,0,1994,3,1248,2008,81000
1559,60,9000,4,1920,,592,432,864,1,5,0,1920,1,216,2008,65000
1560,64,5587,8,2008,186,1600,1652,1652,2,5,1,2008,2,482,2008,392500
1561,44,3843,8,2007,186,1596,1648,1648,2,5,1,2007,2,525,2008,294464
1562,44,3811,7,2004,174,1594,1646,1646,2,5,1,2004,2,482,2008,250000
1563,44,3842,8,2004,174,1594,1646,1646,2,5,1,2004,2,482,2008,275000
1564,,23730,7,1996,668,1840,2032,2032,3,7,0,1996,3,786,2008,300000
1565,,13265,8,2002,148,1568,1689,1689,2,7,2,2002,3,857,2008,271000
1566,,11050,7,1996,,910,910,1820,2,8,1,1996,3,816,2008,213000
1567,76,9880,6,1977,,1096,1118,1118,1,6,1,1977,1,358,2008,171000
1568,75,10125,6,1977,,1196,1279,1279,2,6,2,1980,2,473,2008,171500
1569,76,10260,5,1976,,0,936,1872,2,8,0,1976,2,484,2008,100000
1570,74,9990,4,1991,,1680,1689,1689,2,6,1,1991,2,432,2008,228500
1572,42,4084,7,1986,340,1277,1501,1501,2,6,1,1986,2,512,2008,241500
1573,,15498,8,1976,,1565,2898,2898,2,10,1,1976,2,665,2008,287000
1574,74,11563,8,2006,258,1518,1537,1537,2,8,0,2007,3,788,2008,294000
1575,71,9520,8,2007,338,1638,1646,1646,2,7,1,2008,3,800,2008,293077
1576,107,12852,8,2007,,920,920,1780,2,6,1,2007,2,612,2008,264966
1577,73,9802,5,2006,,352,712,1442,2,6,0,2007,2,400,2008,172500
1578,73,9735,5,2006,,384,754,1394,2,7,0,2007,2,400,2008,167500
1579,81,12018,7,2008,60,796,796,1612,2,6,0,2008,3,666,2008,218689
1580,75,12890,6,1989,128,1495,1495,1495,2,8,1,1989,2,438,2008,150000
1581,47,12416,6,1986,132,1606,1651,1651,2,7,1,1986,2,616,2008,184000
1582,93,18265,6,1986,228,1256,1256,1256,2,6,1,1986,2,578,2008,180000
1583,85,10200,6,1988,219,1461,1509,1509,2,5,1,1988,2,600,2008,175000
1584,82,11202,8,2003,206,1432,1440,1440,2,7,1,2003,2,467,2008,232500
1585,,7915,6,1999,,1666,1675,1675,2,6,0,1999,2,435,2008,195000
1586,85,12244,8,2003,226,1482,1482,2262,2,10,2,2003,3,749,2008,305000
1587,79,11449,8,2007,,1884,1728,1728,2,7,1,2007,2,520,2008,298751
1588,85,11447,8,2005,674,1964,1964,1964,2,7,1,2005,3,892,2008,370000
1589,97,8940,7,1997,200,1344,1344,1344,2,8,0,1997,4,784,2008,209200
1590,78,7060,7,1997,200,1344,1344,1344,2,8,0,1997,4,784,2008,206300
1591,77,9278,5,2007,,1092,1092,1092,1,5,0,,0,0,2008,146000
1592,32,4500,6,1997,197,1189,1189,1189,2,4,0,1997,2,392,2008,160500
1593,150,14137,4,1964,98,1200,1200,1200,1,6,0,1964,3,850,2008,173000
1594,,4224,5,1975,,1040,1040,1040,1,6,0,1975,2,499,2008,124000
1595,,2665,5,1976,,264,616,1304,1,4,1,1976,1,336,2008,115000
1596,41,2665,5,1976,,550,925,1475,2,6,1,1976,1,336,2008,129500
1597,21,1974,4,1973,,526,526,988,1,5,0,1973,1,297,2008,105000
1598,21,1596,4,1973,,462,526,988,1,4,1,1973,1,297,2008,94900
1599,,17979,5,1968,,1113,1160,1160,1,6,0,1968,1,257,2008,152500
1600,21,1477,6,1970,,546,546,1092,2,6,0,,0,0,2008,98000
1601,21,1890,4,1972,,630,630,630,1,3,0,,0,0,2008,81000
1602,100,21750,5,1954,,988,988,988,1,4,0,1954,2,520,2008,113000
1603,59,6490,5,1983,,816,816,816,1,4,0,1983,1,264,2008,128500
1604,37,6951,5,1984,,876,923,923,1,5,0,1984,1,264,2008,119500
1605,60,6600,5,1982,,816,816,816,1,5,1,1982,1,264,2008,130500
1606,60,6600,5,1982,,816,816,816,1,4,0,1985,2,816,2008,138000
1607,60,6600,5,1982,,845,845,845,1,6,0,1982,1,264,2008,134500
1608,75,12508,6,1940,,983,983,1750,2,7,0,1989,1,423,2008,160000
1609,74,12395,5,1984,,864,889,889,1,6,0,1984,2,484,2008,137500
1610,,11075,5,1969,232,784,1168,1968,2,7,1,1969,2,530,2008,172000
1611,,56600,5,1900,,686,1150,1836,2,7,0,1900,1,288,2008,103000
1612,85,10667,6,1971,302,1587,1587,1587,2,7,1,1971,2,525,2007,167300
1613,85,10628,7,1970,,1277,1277,1277,1,5,1,1970,2,526,2007,167000
1614,95,13651,7,1973,1115,2223,2223,2223,2,8,2,1973,2,516,2007,244000
1615,95,15865,8,1970,,2217,2217,2217,2,8,1,1970,2,621,2007,268000
1616,,12394,7,2003,,847,847,1733,2,7,1,2003,2,433,2007,225000
1617,,10364,6,1995,,806,806,1572,2,7,1,1995,2,373,2007,168000
1618,,13869,6,1997,,794,794,1470,2,6,0,1997,2,388,2007,177000
1619,57,8773,6,1997,,916,916,1600,2,7,1,1997,2,460,2007,169000
1620,56,8872,6,1997,,384,754,1384,2,7,1,1997,2,390,2007,161500
1621,41,5330,8,2000,,1494,1652,1652,2,6,0,2000,2,499,2007,251000
1622,,10147,6,1994,32,392,924,1694,2,7,1,1994,2,398,2007,160000
1623,,8637,6,1999,,923,947,1714,2,7,1,2000,2,451,2007,180000
1624,63,7875,7,1996,,691,691,1553,2,6,0,1996,2,420,2007,178750
1625,63,7875,7,1995,38,1237,1253,1253,2,6,1,1995,2,402,2007,176000
1626,60,7500,6,1999,,938,957,2299,3,7,1,1999,2,482,2007,204000
1627,,9556,7,1992,52,1168,1187,1187,2,6,0,1992,2,420,2007,160000
1628,,10784,7,1991,76,384,802,1472,2,7,1,1991,2,402,2007,160000
1629,,9125,7,1992,170,384,812,1482,2,7,1,1992,2,392,2007,163900
1630,,7655,6,1993,,903,910,1642,2,7,1,1993,2,392,2007,168000
1631,160,18160,6,1964,138,1302,1128,1128,1,6,1,1964,2,480,2007,154204
1632,,3696,8,1986,,1074,1088,1088,1,5,0,1987,2,461,2007,170000
1633,,5062,7,1984,,1190,1190,2090,2,6,1,1984,2,577,2007,207500
1634,38,4740,8,1988,,1166,1179,1179,2,5,0,1988,2,480,2007,182000
1635,35,5118,8,1990,,1312,1321,1321,1,4,1,1990,2,484,2007,212000
1636,86,14157,9,2005,200,1922,1922,1922,2,8,1,2005,3,676,2007,377426
1637,98,12328,8,2005,146,1149,1164,2541,3,10,1,2005,3,729,2007,349265
1638,52,51974,9,2006,710,2660,2338,2338,2,8,2,2005,3,1110,2007,591587
1639,195,41600,5,1969,,1100,1424,1424,1,7,0,1969,3,828,2007,155000
1640,61,8035,9,2006,165,1612,1612,1612,2,6,1,2006,2,556,2007,319900
1641,60,8089,8,2007,,1419,1419,1419,2,7,1,2007,2,567,2007,392000
1642,85,14082,8,2006,945,2220,2234,2234,1,7,1,2006,2,724,2007,441929
1643,81,13870,10,2006,250,1742,2042,2042,2,8,1,2007,3,724,2007,455000
1644,,12546,6,1981,310,1440,1440,1440,2,7,1,1981,2,467,2007,182900
1645,,10960,6,1984,,1284,1284,1284,2,5,0,1984,2,480,2007,174000
1646,78,12090,6,1984,74,585,1140,1868,3,7,1,1984,2,477,2007,178000
1647,78,12090,7,1981,306,725,725,1479,2,6,1,1981,2,484,2007,176000
1648,93,12299,7,1978,67,1529,1664,1664,2,7,1,1978,2,663,2007,213000
1649,61,11339,7,1979,549,780,1085,1930,2,9,1,1979,2,481,2007,192000
1650,92,11952,7,1977,,808,1161,1969,2,8,1,1977,2,534,2007,190000
1651,,12046,6,1976,298,848,1118,2030,2,8,1,1976,2,551,2007,195000
1652,,10395,6,1978,233,1032,1032,1032,2,6,1,1978,2,564,2007,148000
1653,79,11850,6,1984,98,1153,1177,1177,2,6,0,1984,2,495,2007,151500
1654,80,11584,7,1979,96,539,1040,1725,2,6,1,1979,2,550,2007,197000
1655,80,10400,6,1979,253,1259,1353,1353,2,5,1,1979,2,478,2007,192350
1656,80,10793,5,1969,263,780,780,1620,2,7,0,1969,2,462,2007,152000
1657,128,13001,6,1971,176,1625,1220,1220,2,6,1,1971,2,944,2007,170000
1658,70,12243,5,1971,,1484,1484,1484,2,7,1,1971,2,487,2007,175000
1659,90,11700,6,1968,365,702,1041,1743,1,7,1,1968,2,539,2007,175000
1660,,12384,7,1976,233,793,1142,1935,2,7,1,1976,2,550,2007,197900
1661,64,8991,7,1976,130,1228,1324,1324,2,5,1,1976,2,585,2007,174000
1662,80,8000,6,1974,,1084,1084,1877,2,8,1,1974,2,488,2007,178900
1663,70,10500,5,1971,82,372,576,1109,1,5,0,1971,1,288,2007,139000
1664,,10530,6,1971,,981,981,981,1,5,0,1979,2,576,2007,143250
1665,,7472,7,1972,138,725,725,1479,1,7,0,1972,2,484,2007,184000
1666,63,9457,5,1970,,925,1422,1422,1,7,0,1988,2,576,2007,155000
1667,66,7920,5,1970,32,914,914,914,1,5,0,1970,1,368,2007,133000
1668,61,9758,5,1971,,950,950,950,1,5,0,1981,1,280,2007,119500
1669,70,8294,4,1971,,858,872,872,1,5,0,1974,4,480,2007,123000
1670,,7340,4,1971,,858,858,858,1,4,0,1979,1,684,2007,110000
1671,,17199,4,1961,,914,914,914,1,4,0,1961,1,270,2007,128000
1672,60,9000,4,1971,,864,864,864,1,5,0,1974,2,528,2007,120500
1673,34,4058,7,1998,182,723,767,767,1,4,0,1998,1,367,2007,133000
1674,33,4113,6,2001,,1337,1337,1337,2,5,1,2001,2,511,2007,155000
1675,26,10943,6,1997,,1405,1337,1337,2,5,1,1997,2,522,2007,177000
1676,21,2205,6,1973,567,525,525,1092,1,6,0,1973,1,264,2007,113500
1677,21,1890,6,1973,285,672,672,1218,1,7,0,1973,1,264,2007,113000
1678,21,2058,6,1973,265,672,672,1218,1,7,0,1973,1,264,2007,113700
1679,24,2016,5,1970,304,630,630,1302,2,6,0,1970,2,440,2007,106000
1680,24,1920,5,1971,376,765,765,1365,1,6,0,1971,2,440,2007,122500
1681,,4928,6,1976,,1078,958,958,2,5,1,1977,2,440,2007,128000
1682,24,2308,6,1976,,804,804,1548,2,7,1,1976,2,440,2007,155000
1683,24,2304,7,1978,,1061,1055,1055,2,4,0,1978,1,319,2007,142500
1684,65,7150,5,1966,52,988,988,988,1,5,0,1974,1,360,2007,129250
1685,96,12469,9,2006,378,1790,1816,1816,2,7,1,2007,3,730,2007,356000
1686,90,11694,9,2007,452,1822,1828,1828,2,9,1,2007,3,774,2007,314813
1687,93,12030,8,2007,254,1694,1694,1694,2,7,0,2007,3,818,2007,318000
1688,91,11825,8,2006,302,1694,1694,1694,2,7,1,2006,3,856,2007,322400
1689,93,12085,8,2007,328,1734,1734,1734,2,7,1,2007,3,928,2007,318000
1690,110,14333,8,2007,,2108,2122,2122,2,7,1,2007,3,938,2007,345474
1691,107,14450,9,2006,315,2121,2121,2121,2,8,1,2007,3,732,2007,415298
1692,107,13641,9,2007,456,1934,1943,2656,2,8,1,2007,3,1040,2007,492000
1693,110,13440,8,2006,190,1108,1148,2550,2,11,1,2006,3,670,2007,338931
1694,105,15431,10,2005,400,1994,2046,2046,2,7,2,2005,3,878,2007,450000
1695,109,14154,7,2006,350,1063,1071,2172,2,9,1,2006,3,947,2007,280000
1696,107,13891,9,2007,456,2552,2552,2552,2,8,2,2007,3,932,2007,479069
1697,110,14226,8,2006,375,1935,1973,1973,2,9,1,2006,3,895,2007,395000
1698,105,13693,9,2006,772,2153,2069,2643,2,9,1,2006,3,694,2007,380000
1699,98,11428,8,2006,248,1626,1634,1634,2,7,1,2006,3,866,2007,250000
1700,110,14977,8,2006,304,1976,1976,1976,2,7,1,2006,3,908,2007,440000
1701,118,13654,9,2005,365,1704,1722,2758,2,9,1,2005,3,814,2007,418000
1702,59,17169,10,2007,970,2320,2290,2290,2,7,1,2007,3,1174,2007,500067
1703,134,16659,8,2007,,1582,1582,2152,2,7,1,2007,2,728,2007,260116
1704,76,9591,8,2004,344,1143,1143,2473,2,9,1,2004,3,852,2007,317000
1705,82,9709,8,2007,120,918,958,2100,2,8,2,2007,3,786,2007,319500
1706,86,10562,8,2007,300,1582,1610,2161,1,8,1,2007,3,789,2007,325624
1707,94,13615,9,2006,510,1802,1802,1802,2,7,1,2006,3,843,2007,372000
1708,99,13069,8,2004,502,1706,1718,2956,2,11,1,2004,3,916,2007,342000
1709,99,12099,8,2004,388,1136,1136,2468,2,10,1,2004,3,872,2007,354000
1710,110,14277,8,2003,280,1317,1217,2385,2,7,1,2003,3,818,2007,350000
1711,93,11999,8,2003,340,1181,1234,2374,2,10,1,2003,3,656,2007,285000
1712,,12568,8,2007,246,895,895,1818,2,8,1,2007,3,774,2007,281500
1713,70,9926,7,2005,210,1614,1614,1614,2,7,0,2005,3,878,2007,245700
1714,71,9254,8,2005,210,1721,1721,1721,2,7,0,2005,2,554,2007,232698
1715,92,10732,8,2006,,1298,1298,1828,2,7,0,2006,3,876,2007,250000
1716,61,7577,6,2005,256,1362,1362,1362,2,6,1,2005,2,460,2007,194700
1717,34,3901,6,2005,182,1302,1302,1302,1,5,1,2005,2,631,2007,204000
1718,34,3903,6,2005,182,1302,1302,1302,1,5,1,2005,2,631,2007,200000
1719,41,6289,6,2005,256,1362,1362,1362,2,6,1,2005,2,460,2007,207000
1720,34,4590,8,2006,108,1554,1554,1554,2,6,1,2006,2,627,2007,209500
1721,34,4590,8,2006,108,1554,1554,1554,2,6,1,2006,2,627,2007,209500
1722,44,6442,8,2006,178,1370,1370,1370,2,6,1,2006,2,484,2007,202500
1723,48,7841,9,2005,394,1577,1577,1577,2,6,1,2005,2,564,2007,280000
1724,60,7313,9,2005,246,1561,1561,1561,2,6,1,2005,2,556,2007,277500
1725,68,7820,9,2007,362,1869,1869,1869,2,6,1,2007,2,617,2007,318061
1726,48,6240,8,2006,176,1324,1324,1324,2,6,1,2006,2,550,2007,221370
1727,48,3242,7,2003,235,1405,1405,1405,2,6,1,2003,2,478,2007,200000
1728,59,15810,6,2007,,768,768,1496,3,7,0,2007,2,572,2007,181755
1729,65,10237,6,2005,,768,768,1536,2,6,1,2005,2,400,2007,176000
1730,65,10237,6,2005,,783,783,1484,2,8,1,2005,2,393,2007,178900
1731,58,13204,7,2006,44,608,608,1458,2,6,0,2007,2,454,2007,168165
1732,62,8857,6,2006,,738,738,1495,2,7,1,2006,2,440,2007,171925
1733,63,9729,6,2006,,698,698,1746,2,6,1,2007,3,350,2007,198444
1734,88,12216,6,2005,,1326,1326,1326,2,6,0,2005,2,388,2007,203000
1735,65,9018,7,2007,,728,728,1456,2,8,1,2007,2,400,2007,179540
1736,73,8993,7,2007,,1302,1302,1302,2,6,0,2007,2,436,2007,176485
1737,73,8899,7,2007,,1340,1340,1340,2,6,0,2007,2,396,2007,181134
1738,73,8499,6,2006,,616,616,1412,2,6,1,2007,2,432,2007,156932
1739,72,8229,6,2007,22,752,752,1504,2,6,0,2007,2,440,2007,166000
1740,64,7713,7,2007,16,728,728,1456,2,7,0,2007,2,400,2007,177594
1741,64,7697,7,2007,,1246,1258,1258,2,6,0,2007,2,462,2007,173500
1742,53,3922,7,2006,72,1258,1258,1258,2,6,1,2007,3,648,2007,172500
1743,53,3922,7,2006,72,1258,1402,1402,0,7,1,2006,3,648,2007,194201
1744,,3621,8,2003,72,1406,1589,1589,2,7,1,2003,3,630,2007,226500
1745,53,3710,7,2007,16,1266,1266,1266,2,6,1,2007,2,388,2007,185485
1746,182,14572,7,2004,,1530,1530,1530,2,7,1,2004,3,630,2007,259000
1747,65,16219,7,2004,,835,1119,1119,2,5,0,2004,2,437,2007,188500
1748,87,11084,7,2004,,384,744,1374,2,8,1,2004,2,400,2007,175000
1749,59,11796,7,2004,,847,847,1959,2,8,1,2004,2,434,2007,215000
1750,59,10936,7,2006,,1510,1525,1525,2,6,1,2006,2,534,2007,206580
1751,62,8244,7,2004,,840,840,1720,2,7,1,2004,2,440,2007,183500
1752,,11950,7,2003,,384,754,1394,2,7,1,2003,2,400,2007,165500
1753,63,7875,7,2003,16,847,847,1948,2,8,1,2003,2,434,2007,211000
1754,,8063,6,2000,,924,948,1690,2,7,1,2000,2,463,2007,181000
1755,,8740,7,2002,,854,864,1995,2,8,1,2002,2,435,2007,219500
1756,62,7917,6,1999,,953,953,1647,2,7,1,1999,2,460,2007,175000
1757,76,9967,7,2000,,384,774,1430,2,8,1,2000,2,400,2007,170000
1758,,7750,7,2003,,660,660,1320,2,6,0,2003,2,400,2007,162000
1759,58,9487,6,2000,,915,940,1690,2,7,1,2000,2,442,2007,187000
1760,59,9649,6,1999,,941,961,1644,2,7,1,1999,2,460,2007,185000
1762,100,12191,8,1997,515,1779,1779,2551,2,8,2,1998,3,925,2007,384500
1763,,11000,8,2000,72,969,997,2285,2,8,1,2000,3,648,2007,248000
1764,,11400,10,2001,705,2633,2633,2633,2,8,2,2001,3,804,2007,466500
1765,89,10557,9,1998,422,1408,1671,3078,2,9,1,1998,3,806,2007,410000
1766,74,11002,8,1998,,1389,1411,2582,2,9,1,1998,3,758,2007,322500
1767,83,10790,7,1998,275,1066,1108,2385,2,8,1,1998,3,600,2007,252000
1769,92,9920,7,1996,,1117,1127,2013,2,8,1,1997,2,455,2007,269790
1770,95,11787,7,1996,594,1379,1383,2398,2,8,1,1996,3,834,2007,315750
1771,82,9950,7,1995,290,1203,1214,2520,2,9,1,1995,3,721,2007,290000
1772,65,12257,8,1995,513,1318,1328,2531,2,9,1,1995,3,752,2007,290000
1773,,12692,8,1992,,3200,3228,3228,3,10,1,1992,2,546,2007,430000
1774,88,11762,8,1992,309,1105,1105,2202,2,9,1,1992,2,517,2007,263000
1775,82,9044,8,1996,526,1325,1335,2538,2,8,1,1996,3,933,2007,330000
1776,75,9910,7,2007,,1369,1369,1369,2,5,0,2007,2,605,2007,213133
1777,91,11830,8,2007,164,1542,1542,1542,2,6,1,2007,3,852,2007,260261
1778,84,11670,9,2006,302,1905,1905,1905,2,8,1,2006,3,788,2007,320000
1779,49,15256,8,2007,84,1485,1464,1464,2,6,0,2007,3,754,2007,282922
1780,76,10612,8,2006,248,1524,1534,1534,2,7,1,2006,2,484,2007,215000
1781,98,12291,10,2007,754,1966,1966,1966,2,6,1,2007,3,1092,2007,419005
1782,116,13501,8,2006,208,1623,1636,1636,2,8,1,2006,3,865,2007,255000
1783,75,9986,8,2006,428,1795,1795,1795,2,7,1,2007,3,895,2007,147000
1784,85,9965,7,2007,,1528,1528,1528,3,6,1,2007,2,480,2007,235876
1785,79,9416,7,2007,205,1726,1726,1726,2,8,1,2007,3,786,2007,311872
1786,83,9849,7,2007,,1689,1689,1689,2,7,0,2007,3,954,2007,248328
1787,85,10000,8,2006,410,1588,1588,1588,2,7,1,2006,3,825,2007,227000
1788,74,8847,8,2005,148,1538,1538,1538,2,7,0,2005,2,484,2007,260000
1789,76,9158,8,2007,140,1496,1496,1496,2,7,0,2007,2,474,2007,225000
1790,70,8251,7,2005,143,1494,1506,1506,2,7,1,2005,2,672,2007,249000
1791,75,10084,8,2004,186,1686,1694,1694,2,7,1,2004,2,636,2007,307000
1792,70,9605,7,2006,,982,982,1977,2,7,0,2006,3,574,2007,250000
1793,75,8778,8,2006,,1302,1302,1830,2,7,0,2006,3,859,2007,221300
1794,72,8640,8,2007,,1338,1338,1338,2,6,0,2007,2,598,2007,208900
1795,75,9000,7,2006,,1335,1335,1335,2,6,0,2007,2,575,2007,210400
1796,72,8640,8,2007,,896,896,1792,2,8,0,2007,2,590,2007,255000
1797,81,10411,5,2007,,725,725,1588,3,8,0,2007,2,561,2007,212109
1798,75,9000,8,2006,,1088,1088,1959,2,8,1,2006,3,1025,2007,270000
1799,75,9000,8,2007,,1184,1184,2610,2,11,1,2007,2,550,2007,303477
1800,112,12217,8,2007,,955,955,1880,2,8,1,2007,3,880,2007,310013
1801,84,11096,8,2006,,1656,1656,1656,2,7,0,2006,3,826,2007,249700
1802,84,10207,7,2007,,874,874,1761,3,7,0,2007,2,578,2007,227875
1803,84,10440,8,2007,,1574,1584,1584,2,6,1,2007,2,594,2007,261329
1804,100,11824,8,2006,298,1685,1685,1685,2,5,1,2006,3,658,2007,253000
1805,85,10625,6,2004,353,1158,1158,2443,2,9,1,2004,3,744,2007,265000
1806,102,11143,8,2004,,1580,1580,2466,3,8,1,2004,2,610,2007,340000
1807,63,7500,6,2006,,1100,1100,1100,1,6,0,,0,0,2007,146000
1808,63,7500,7,2006,,1143,1143,1143,1,5,0,,0,0,2007,147000
1809,60,12450,5,2003,126,1094,1094,1094,1,6,0,2004,2,576,2007,149000
1810,65,7441,7,2006,170,1461,1486,1486,2,7,0,2006,2,566,2007,181000
1811,70,8462,6,1994,105,928,936,1721,2,7,0,1994,2,471,2007,201000
